longitude,latitude,Hospital Name,Type,StreetNum,RoadName,RoadType,City Council,LocalityNa,Postcode,State
143.8419,-37.5639,"Queen Elizabeth Centre, The (Ballarat QEC)",PUBLIC,102,ASCOT,STREET,Ballarat (C),BALLARAT CENTRAL,3350,VIC
144.3654,-38.1512,University Hospital Geelong,PUBLIC,272-322,RYRIE,STREET,Greater Geelong (C),GEELONG,3220,VIC
144.336,-38.1193,McKellar Centre (Geelong),PUBLIC,45-99,BALLARAT,ROAD,Greater Geelong (C),NORTH GEELONG,3215,VIC
145.5809,-38.6082,Bass Coast Health,PUBLIC,235,GRAHAM,STREET,Bass Coast (S),WONTHAGGI,3995,VIC
143.3822,-37.4308,Beaufort & Skipton Health Service (Beaufort),PUBLIC,24-28,HAVELOCK,STREET,Pyrenees (S),BEAUFORT,3373,VIC
143.3676,-37.6842,Beaufort & Skipton Health Service (Skipton),PUBLIC,2,BLAKE,STREET,Corangamite (S),SKIPTON,3361,VIC
146.6914,-36.3495,Beechworth Health Service,PUBLIC,52,SYDNEY,ROAD,Indigo (S),BEECHWORTH,3747,VIC
145.9935,-36.5549,Benalla Health,PUBLIC,47-63,COSTER,STREET,Benalla (RC),BENALLA,3672,VIC
144.28,-36.7513,Bendigo Health (Anne Caudle),PUBLIC,100A,BARNARD,STREET,Greater Bendigo (C),BENDIGO,3550,VIC
144.2829,-36.7487,"Bendigo Hospital, The",PUBLIC,62,LUCAN,STREET,Greater Bendigo (C),BENDIGO,3550,VIC
143.7273,-36.112,Boort District Health,PUBLIC,31,KINIRY,STREET,Loddon (S),BOORT,3537,VIC
145.1183651,-37.81391215,Box Hill Hospital,PUBLIC,8,ARNOLD,STREET,Whitehorse (C),BOX HILL,3128,VIC
144.9134,-37.6842,Broadmeadows Health Service,PUBLIC,35-57,JOHNSTONE,STREET,Hume (C),JACANA,3047,VIC
145.0548,-37.7011,Bundoora Extended Care Centre,PUBLIC,1231,PLENTY,ROAD,Darebin (C),BUNDOORA,3083,VIC
145.0132,-37.8968,Calvary Health Care Bethlehem,PUBLIC,476-482,KOOYONG,ROAD,Glen Eira (C),CAULFIELD SOUTH,3162,VIC
145.0158,-37.805,Caritas Christi Hospice Ltd,PUBLIC,104,STUDLEY PARK,ROAD,Boroondara (C),KEW,3101,VIC
145.347,-38.045,Casey Hospital,PUBLIC,62-70,KANGAN,DRIVE,Casey (C),BERWICK,3806,VIC
141.3928,-37.5903,Casterton Memorial Hospital,PUBLIC,63,RUSSELL,STREET,Glenelg (S),CASTERTON,3311,VIC
145.5288,-37.6469,Healesville and District Hospital,PUBLIC,377,MAROONDAH,HIGHWAY,Yarra Ranges (S),HEALESVILLE,3777,VIC
143.8917,-37.4206,Creswick District Hospital,PUBLIC,1,NAPIER,STREET,Hepburn (S),CRESWICK,3363,VIC
144.1455,-37.3376,Daylesford District Hospital,PUBLIC,15,HOSPITAL,STREET,Hepburn (S),DAYLESFORD,3460,VIC
143.9842,-38.2431,Hesse Rural Health Service (Winchelsea),PUBLIC,8,GOSNEY,STREET,Surf Coast (S),WINCHELSEA,3241,VIC
141.6246,-38.1379,Heywood Rural Health,PUBLIC,21,BARCLAY,STREET,Glenelg (S),HEYWOOD,3304,VIC
143.8734,-36.5723,Inglewood and Districts Health Service,PUBLIC,3,HOSPITAL,STREET,Loddon (S),INGLEWOOD,3517,VIC
143.9176,-35.7242,Kerang District Health,PUBLIC,13-15,BURGOYNE,STREET,Gannawarra (S),KERANG,3579,VIC
144.9581,-37.3018,Kilmore and District Hospital,PUBLIC,1,ANDERSON,ROAD,Mitchell (S),KILMORE,3764,VIC
145.0799,-37.9544,Kingston Centre,PUBLIC,400,WARRIGAL,ROAD,Kingston (C),HEATHERTON,3202,VIC
145.4849499,-38.20156167,Kooweerup Regional Health Service,PUBLIC,215,ROSSITER,ROAD,Cardinia (S),KOO WEE RUP,3981,VIC
145.0422,-36.3153,Kyabram and District Health Services,PUBLIC,86-96,FENAUGHTY,STREET,Campaspe (S),KYABRAM,3620,VIC
144.4701,-37.2545,Kyneton District Health Service,PUBLIC,7-25,CAROLINE CHISHOLM,DRIVE,Macedon Ranges (S),KYNETON,3444,VIC
146.4714,-38.2188,Latrobe Regional Hospital,PUBLIC,10,VILLAGE,AVENUE,Latrobe (C),TRARALGON,3844,VIC
143.9808,-38.5455,Lorne Community Hospital,PUBLIC,1,ALBERT,STREET,Surf Coast (S),LORNE,3232,VIC
144.064,-36.9927,Maldon Hospital,PUBLIC,1,CHAPEL,STREET,Mount Alexander (S),MALDON,3463,VIC
142.3131,-35.0745,Mallee Track Health and Community Service (Ouyen),PUBLIC,28,BRITT,STREET,Mildura (RC),OUYEN,3490,VIC
142.8808,-35.051,Robinvale District Health Services (Managatang),PUBLIC,37-39,PIONEER,STREET,Swan Hill (RC),MANANGATANG,3546,VIC
146.0865084,-37.05760484,Mansfield District Hospital,PUBLIC,51-53,HIGHETT,STREET,Mansfield (S),MANSFIELD,3722,VIC
145.2554,-37.807,Maroondah Hospital,PUBLIC,1-15,DAVEY,DRIVE,Maroondah (C),RINGWOOD EAST,3135,VIC
143.7352,-36.8554,Maryborough District Health Service (Dunolly),PUBLIC,20,HAVELOCK,STREET,Central Goldfields (S),DUNOLLY,3472,VIC
143.7383,-37.0451,Maryborough District Health Service (Maryborough),PUBLIC,75,CLARENDON,STREET,Central Goldfields (S),MARYBOROUGH,3465,VIC
144.7097,-36.9261,Heathcote Health,PUBLIC,39-55,HOSPITAL,STREET,Greater Bendigo (C),HEATHCOTE,3523,VIC
144.559,-37.6865,Melton Health,PUBLIC,195-209,BARRIES,ROAD,Melton (S),MELTON WEST,3337,VIC
145.0609,-37.7563,Mercy Hospital for Women,PUBLIC,163,STUDLEY,ROAD,Banyule (C),HEIDELBERG,3084,VIC
142.1429,-34.1855,Mildura Base Hospital,PUBLIC,216-240,ONTARIO,AVENUE,Mildura (RC),MILDURA,3500,VIC
145.1224,-37.9205,Monash Medical Centre (Clayton),PUBLIC,246,CLAYTON,ROAD,Monash (C),CLAYTON,3168,VIC
145.0635,-37.9209,Monash Medical Centre (Moorabbin),PUBLIC,823-865,CENTRE,ROAD,Glen Eira (C),BENTLEIGH EAST,3165,VIC
142.2271,-38.3815,Moyne Health Services (Port Fairy),PUBLIC,32,VILLIERS,STREET,Moyne (S),PORT FAIRY,3284,VIC
144.2121,-37.0526,Castlemaine Health,PUBLIC,142,CORNISH,STREET,Mount Alexander (S),CASTLEMAINE,3450,VIC
145.1977,-36.0572,Nathalia District Hospital,PUBLIC,36-44,MCDONELL,STREET,Moira (S),NATHALIA,3638,VIC
146.3143,-36.3543,Northeast Health Wangaratta,PUBLIC,35-47,GREEN,STREET,Wangaratta (RC),WANGARATTA,3677,VIC
145.4438,-36.1,Numurkah District Health Service,PUBLIC,2,KATAMATITE-NATHALIA,ROAD,Moira (S),NUMURKAH,3636,VIC
145.0618,-37.8163,O'Connell Family Centre,PUBLIC,6,MONT ALBERT,ROAD,Boroondara (C),CANTERBURY,3126,VIC
147.5972,-37.0981,Omeo District Health,PUBLIC,10,EASTON,STREET,East Gippsland (S),OMEO,3898,VIC
148.4656,-37.7017,Orbost Regional Health,PUBLIC,104,BOUNDARY,ROAD,East Gippsland (S),ORBOST,3888,VIC
143.6646,-38.7539,Otway Health,PUBLIC,75,MCLACHLAN,STREET,Colac-Otway (S),APOLLO BAY,3233,VIC
145.164,-37.8524,"Peter James Centre, The",PUBLIC,321-345,BURWOOD,HIGHWAY,Whitehorse (C),FOREST HILL,3131,VIC
144.9566333,-37.79999855,Peter MacCallum Cancer Centre,PUBLIC,305,GRATTAN,STREET,Melbourne (C),MELBOURNE,3000,VIC
141.6062,-38.3412,Portland District Health,PUBLIC,141-151,BENTINCK,STREET,Glenelg (S),PORTLAND,3305,VIC
145.1783,-37.9722,"Queen Elizabeth Centre, The",PUBLIC,37-53,THOMAS,STREET,Greater Dandenong (C),NOBLE PARK,3174,VIC
142.782,-34.5845,"Robinvale District Health Services, Robinvale",PUBLIC,128-132,LATJE,ROAD,Swan Hill (RC),ROBINVALE,3549,VIC
144.6978,-36.3665,Rochester and Elmore District Health Service,PUBLIC,1,PASCOE,STREET,Campaspe (S),ROCHESTER,3561,VIC
144.8846,-38.3619,Rosebud Hospital,PUBLIC,1527,POINT NEPEAN,ROAD,Mornington Peninsula (S),CAPEL SOUND,3940,VIC
144.9559,-37.7992,Royal Melbourne Hospital,PUBLIC,300,GRATTAN,STREET,Melbourne (C),PARKVILLE,3052,VIC
144.9488,-37.7783,Royal Melbourne Hospital (Royal Park Campus),PUBLIC,34-56,POPLAR,ROAD,Melbourne (C),PARKVILLE,3052,VIC
145.0238,-37.7893,Royal Talbot Rehabilitation Centre,PUBLIC,1,YARRA,BOULEVARD,Boroondara (C),KEW,3101,VIC
142.3669,-35.7326,Rural Northwest Health (Hopetoun),PUBLIC,12,MITCHELL,PLACE,Yarriambiack (S),HOPETOUN,3396,VIC
142.3821,-36.2528,Rural Northwest Health (Warracknabeal),PUBLIC,18,DIMBOOLA,ROAD,Yarriambiack (S),WARRACKNABEAL,3393,VIC
145.0185,-37.961,Sandringham & District Memorial Hospital,PUBLIC,191-193,BLUFF,ROAD,Bayside (C),SANDRINGHAM,3191,VIC
145.1386,-37.0185,Seymour Health,PUBLIC,1,BRETONNEUX,STREET,Mitchell (S),SEYMOUR,3660,VIC
146.2062,-38.6587,South Gippsland Hospital (Foster),PUBLIC,83,STATION,ROAD,South Gippsland (S),FOSTER,3960,VIC
143.1379,-38.2371,South West Healthcare (Camperdown),PUBLIC,9,ROBINSON,STREET,Corangamite (S),CAMPERDOWN,3260,VIC
142.4728,-38.3804,South West Healthcare (Warrnambool),PUBLIC,25,RYOT,STREET,Warrnambool (C),WARRNAMBOOL,3280,VIC
145.0532,-37.8092,St George's Health Service (Aged Care),PUBLIC,283,COTHAM,ROAD,Boroondara (C),KEW,3101,VIC
144.9751,-37.8068,St Vincent's Hospital,PUBLIC,41,VICTORIA,PARADE,Yarra (C),FITZROY,3065,VIC
142.7814,-37.0594,Stawell Regional Health,PUBLIC,27-29,SLOANE,STREET,Northern Grampians (S),STAWELL,3380,VIC
144.816,-37.7599,Sunshine Hospital,PUBLIC,176-190,FURLONG,ROAD,Brimbank (C),ST ALBANS,3021,VIC
143.5566,-35.3406,Swan Hill District Health (Swan Hill),PUBLIC,50-54,SPLATT,STREET,Swan Hill (RC),SWAN HILL,3585,VIC
147.1839,-36.2138,Tallangatta Health Service,PUBLIC,25,BARREE,STREET,Towong (S),TALLANGATTA,3700,VIC
142.9024,-38.2394,Terang and Mortlake Health Service (Terang),PUBLIC,13,AUSTIN,AVENUE,Corangamite (S),TERANG,3264,VIC
144.9821,-37.8456,The Alfred,PUBLIC,55,COMMERCIAL,ROAD,Melbourne (C),MELBOURNE,3004,VIC
145.0151,-37.6526,The Northern Hospital,PUBLIC,185,COOPER,STREET,Whittlesea (C),EPPING,3076,VIC
144.9489,-37.794,"Royal Children's Hospital, The",PUBLIC,50,FLEMINGTON,ROAD,Melbourne (C),PARKVILLE,3052,VIC
144.9761,-37.8088,Royal Victorian Eye and Ear Hospital,PUBLIC,32,GISBORNE,STREET,Melbourne (C),EAST MELBOURNE,3002,VIC
144.9551722,-37.79915699,"Royal Women's Hospital, The",PUBLIC,20,FLEMINGTON,ROAD,Melbourne (C),PARKVILLE,3052,VIC
142.9766,-38.4865,Timboon and District Healthcare Service,PUBLIC,21,HOSPITAL,ROAD,Corangamite (S),TIMBOON,3268,VIC
144.8876,-37.7974,Tweddle Child and Family Health Service,PUBLIC,49-71,ADELAIDE,STREET,Maribyrnong (C),FOOTSCRAY,3011,VIC
147.9032,-36.1988,Upper Murray Health and Community Services (Corryong),PUBLIC,16-20,KIELL,STREET,Towong (S),CORRYONG,3707,VIC
145.2262,-37.8482,Wantirna Health,PUBLIC,251,MOUNTAIN,HIGHWAY,Knox (C),WANTIRNA,3152,VIC
144.6992,-37.8858,Mercy Public Hospitals Inc (Werribee),PUBLIC,300-310,PRINCES,HIGHWAY,Wyndham (C),WERRIBEE,3030,VIC
145.9275,-38.1728,West Gippsland Healthcare Group (Warragul),PUBLIC,41,LANDSBOROUGH,STREET,Baw Baw (S),WARRAGUL,3820,VIC
141.9844,-36.1409,West Wimmera Health Service (Jeparit),PUBLIC,2,CHARLES,STREET,Hindmarsh (S),JEPARIT,3423,VIC
141.246,-36.3815,West Wimmera Health Service (Kaniva),PUBLIC,1-7,ROACHE,STREET,West Wimmera (S),KANIVA,3419,VIC
141.6561,-36.3339,West Wimmera Health Service (Nhill),PUBLIC,51,NELSON,STREET,Hindmarsh (S),NHILL,3418,VIC
141.9951,-35.9041,West Wimmera Health Service (Rainbow),PUBLIC,2,SWINBOURNE,AVENUE,Hindmarsh (S),RAINBOW,3424,VIC
142.0301,-37.7373,Hamilton Base Hospital,PUBLIC,20,FOSTER,STREET,Southern Grampians (S),HAMILTON,3300,VIC
142.2825,-37.8772,Penshurst & District Memorial Hospital,PUBLIC,146,COBB,STREET,Southern Grampians (S),PENSHURST,3289,VIC
141.6925,-37.5998,Western District Health Service (Coleraine),PUBLIC,71,MCLEOD,STREET,Southern Grampians (S),COLERAINE,3315,VIC
144.8874,-37.7924,Western Hospital (Footscray),PUBLIC,160,GORDON,STREET,Maribyrnong (C),FOOTSCRAY,3011,VIC
144.8928,-37.8636,Williamstown Hospital,PUBLIC,76A,RAILWAY,CRESCENT,Hobsons Bay (C),WILLIAMSTOWN,3016,VIC
142.0242,-36.4497,Wimmera Base Hospital (Dimboola),PUBLIC,32,ANDERSON,STREET,Hindmarsh (S),DIMBOOLA,3414,VIC
142.2092,-36.7119,Wimmera Base Hospital (Horsham),PUBLIC,83,BAILLIE,STREET,Horsham (RC),HORSHAM,3400,VIC
146.8795,-36.1318,Albury Wodonga Health (Wodonga),PUBLIC,53-81,VERMONT,STREET,Wodonga (RC),WODONGA,3690,VIC
146.6781,-38.5571,Yarram and District Health Service,PUBLIC,85-91,COMMERCIAL,ROAD,Wellington (S),YARRAM,3971,VIC
146.0068327,-36.01119805,Yarrawonga Health,PUBLIC,33,PIPER,STREET,Moira (S),YARRAWONGA,3730,VIC
145.4313,-37.2139,Yea and District Memorial Hospital,PUBLIC,45,STATION,STREET,Murrindindi (S),YEA,3717,VIC
145.3514,-37.7566,Yarra Ranges Health,PUBLIC,25,MARKET,STREET,Yarra Ranges (S),LILYDALE,3140,VIC
145.1496,-38.1728,Golf Links Road Rehabilitation Centre,PUBLIC,125,GOLF LINKS,ROAD,Frankston (C),FRANKSTON,3199,VIC
145.0416,-38.2301,The Mornington Centre,PUBLIC,24,SEPARATION,STREET,Mornington Peninsula (S),MORNINGTON,3931,VIC
144.7327,-37.5772,Sunbury Day Hospital,PUBLIC,7,MACEDON,STREET,Hume (C),SUNBURY,3429,VIC
146.9397,-36.0785,Albury Wodonga Health (Albury),PUBLIC,201,BORELLA,ROAD,Albury (C),EAST ALBURY (NSW),2640,NSW
142.8577,-35.5005,Mallee Track Health & Community Service (Sea Lake),PUBLIC,33-43,MCCLELLAND,AVENUE,Buloke (S),SEA LAKE,3533,VIC
144.8871,-37.7911,Orygen Inpatient Unit,PUBLIC,10,MAVIS,STREET,Maribyrnong (C),FOOTSCRAY,3011,VIC
145.0185,-37.961,Women's Sandringham,PUBLIC,191-193,BLUFF,ROAD,Bayside (C),SANDRINGHAM,3191,VIC
144.8869764,-37.79162173,Ursula Frayne Centre,PUBLIC,160,GORDON,STREET,Maribyrnong (C),FOOTSCRAY,3011,VIC
144.9773802,-37.81187259,Eye and Ear on the Park,PUBLIC,2,ST ANDREWS,PLACE,Melbourne (C),EAST MELBOURNE,3002,VIC
